"id","is_oreb","team","opponent","conference","opp_conference"
"189-30",0,"Notre Dame","Duke","ACC","ACC"
"189-31",0,"Duke","Notre Dame","ACC","ACC"
"189-32",0,"Duke","Notre Dame","ACC","ACC"
"189-34",1,"Notre Dame","Duke","ACC","ACC"
"189-36",0,"Duke","Notre Dame","ACC","ACC"
"189-37",1,"Duke","Notre Dame","ACC","ACC"
"189-39",0,"Duke","Notre Dame","ACC","ACC"
"189-40",1,"Notre Dame","Duke","ACC","ACC"
"189-42",0,"Notre Dame","Duke","ACC","ACC"
"189-44",1,"Duke","Notre Dame","ACC","ACC"
"189-45",0,"Notre Dame","Duke","ACC","ACC"
"189-46",1,"Duke","Notre Dame","ACC","ACC"
"189-47",0,"Notre Dame","Duke","ACC","ACC"
"189-48",1,"Duke","Notre Dame","ACC","ACC"
"189-50",0,"Duke","Notre Dame","ACC","ACC"
"189-51",0,"Duke","Notre Dame","ACC","ACC"
"189-52",0,"Notre Dame","Duke","ACC","ACC"
"189-54",0,"Notre Dame","Duke","ACC","ACC"
"189-57",1,"Notre Dame","Duke","ACC","ACC"
"189-58",0,"Notre Dame","Duke","ACC","ACC"
"190-1",0,"UNLV","San Jose St.","MWC","MWC"
"190-2",0,"San Jose St.","UNLV","MWC","MWC"
"190-3",1,"San Jose St.","UNLV","MWC","MWC"
"190-4",0,"San Jose St.","UNLV","MWC","MWC"
"190-5",1,"San Jose St.","UNLV","MWC","MWC"
"190-7",1,"San Jose St.","UNLV","MWC","MWC"
"190-8",0,"UNLV","San Jose St.","MWC","MWC"
"190-9",0,"UNLV","San Jose St.","MWC","MWC"
"190-10",0,"San Jose St.","UNLV","MWC","MWC"
"190-12",1,"UNLV","San Jose St.","MWC","MWC"
"190-14",0,"San Jose St.","UNLV","MWC","MWC"
"190-15",0,"UNLV","San Jose St.","MWC","MWC"
"190-16",0,"UNLV","San Jose St.","MWC","MWC"
"190-18",0,"UNLV","San Jose St.","MWC","MWC"
"190-19",0,"San Jose St.","UNLV","MWC","MWC"
"190-20",1,"San Jose St.","UNLV","MWC","MWC"
"190-21",1,"UNLV","San Jose St.","MWC","MWC"
"190-22",1,"San Jose St.","UNLV","MWC","MWC"
"190-23",0,"San Jose St.","UNLV","MWC","MWC"
"190-24",0,"UNLV","San Jose St.","MWC","MWC"
"190-25",0,"UNLV","San Jose St.","MWC","MWC"
"190-26",1,"UNLV","San Jose St.","MWC","MWC"
"190-27",0,"UNLV","San Jose St.","MWC","MWC"
"190-28",1,"San Jose St.","UNLV","MWC","MWC"
"190-29",0,"San Jose St.","UNLV","MWC","MWC"
"190-30",1,"San Jose St.","UNLV","MWC","MWC"
"190-32",0,"UNLV","San Jose St.","MWC","MWC"
"190-33",0,"San Jose St.","UNLV","MWC","MWC"
"190-34",0,"UNLV","San Jose St.","MWC","MWC"
"190-35",0,"San Jose St.","UNLV","MWC","MWC"
"190-36",0,"San Jose St.","UNLV","MWC","MWC"
"190-37",0,"UNLV","San Jose St.","MWC","MWC"
"190-38",1,"San Jose St.","UNLV","MWC","MWC"
"190-40",0,"San Jose St.","UNLV","MWC","MWC"
"190-41",0,"UNLV","San Jose St.","MWC","MWC"
"190-43",0,"UNLV","San Jose St.","MWC","MWC"
"190-45",1,"UNLV","San Jose St.","MWC","MWC"
"190-46",1,"UNLV","San Jose St.","MWC","MWC"
"190-47",1,"UNLV","San Jose St.","MWC","MWC"
"190-48",0,"San Jose St.","UNLV","MWC","MWC"
"190-49",0,"UNLV","San Jose St.","MWC","MWC"
"190-50",0,"UNLV","San Jose St.","MWC","MWC"
"190-51",0,"UNLV","San Jose St.","MWC","MWC"
"190-52",0,"San Jose St.","UNLV","MWC","MWC"
"190-54",0,"UNLV","San Jose St.","MWC","MWC"
"190-55",0,"San Jose St.","UNLV","MWC","MWC"
"190-56",0,"UNLV","San Jose St.","MWC","MWC"
"190-57",0,"UNLV","San Jose St.","MWC","MWC"
"190-58",0,"San Jose St.","UNLV","MWC","MWC"
"190-59",1,"UNLV","San Jose St.","MWC","MWC"
"190-60",0,"San Jose St.","UNLV","MWC","MWC"
"190-61",0,"UNLV","San Jose St.","MWC","MWC"
"190-62",0,"UNLV","San Jose St.","MWC","MWC"
"190-63",0,"UNLV","San Jose St.","MWC","MWC"
"190-64",0,"UNLV","San Jose St.","MWC","MWC"
"191-1",1,"Tennessee","Alabama","SEC","SEC"
"191-3",0,"Alabama","Tennessee","SEC","SEC"
"191-4",0,"Tennessee","Alabama","SEC","SEC"
"191-5",0,"Alabama","Tennessee","SEC","SEC"
"191-6",0,"Tennessee","Alabama","SEC","SEC"
"191-7",1,"Alabama","Tennessee","SEC","SEC"
"191-9",0,"Tennessee","Alabama","SEC","SEC"
"191-11",1,"Tennessee","Alabama","SEC","SEC"
"191-12",0,"Tennessee","Alabama","SEC","SEC"
"191-13",0,"Alabama","Tennessee","SEC","SEC"
"191-14",0,"Tennessee","Alabama","SEC","SEC"
"191-15",0,"Tennessee","Alabama","SEC","SEC"
"191-16",0,"Tennessee","Alabama","SEC","SEC"
"191-17",0,"Tennessee","Alabama","SEC","SEC"
"191-18",0,"Tennessee","Alabama","SEC","SEC"
"191-20",0,"Tennessee","Alabama","SEC","SEC"
"191-21",0,"Alabama","Tennessee","SEC","SEC"
"191-22",0,"Alabama","Tennessee","SEC","SEC"
"191-23",0,"Alabama","Tennessee","SEC","SEC"
"191-25",0,"Tennessee","Alabama","SEC","SEC"
"191-26",0,"Alabama","Tennessee","SEC","SEC"
"191-27",0,"Alabama","Tennessee","SEC","SEC"
"191-28",0,"Tennessee","Alabama","SEC","SEC"
"191-29",0,"Tennessee","Alabama","SEC","SEC"
"191-33",0,"Alabama","Tennessee","SEC","SEC"
"192-1",1,"Mississippi","Florida","SEC","SEC"
"192-2",1,"Mississippi","Florida","SEC","SEC"
"192-3",1,"Mississippi","Florida","SEC","SEC"
"192-4",0,"Mississippi","Florida","SEC","SEC"
"192-6",0,"Mississippi","Florida","SEC","SEC"
"192-9",0,"Florida","Mississippi","SEC","SEC"
"192-11",1,"Mississippi","Florida","SEC","SEC"
"192-13",0,"Florida","Mississippi","SEC","SEC"
"192-14",0,"Mississippi","Florida","SEC","SEC"
"192-18",1,"Mississippi","Florida","SEC","SEC"
"192-19",0,"Mississippi","Florida","SEC","SEC"
"192-21",0,"Mississippi","Florida","SEC","SEC"
"192-22",0,"Mississippi","Florida","SEC","SEC"
"192-24",1,"Mississippi","Florida","SEC","SEC"
"192-26",0,"Mississippi","Florida","SEC","SEC"
"192-27",0,"Mississippi","Florida","SEC","SEC"
"192-29",0,"Florida","Mississippi","SEC","SEC"
"192-32",0,"Mississippi","Florida","SEC","SEC"
"192-33",1,"Mississippi","Florida","SEC","SEC"
"192-34",0,"Mississippi","Florida","SEC","SEC"
"192-35",0,"Mississippi","Florida","SEC","SEC"
"192-36",0,"Florida","Mississippi","SEC","SEC"
"192-37",0,"Mississippi","Florida","SEC","SEC"
"192-38",0,"Mississippi","Florida","SEC","SEC"
"192-39",0,"Mississippi","Florida","SEC","SEC"
"192-40",0,"Mississippi","Florida","SEC","SEC"
"192-41",0,"Florida","Mississippi","SEC","SEC"
"192-43",0,"Mississippi","Florida","SEC","SEC"
"192-47",0,"Florida","Mississippi","SEC","SEC"
"192-50",0,"Florida","Mississippi","SEC","SEC"
"192-52",1,"Mississippi","Florida","SEC","SEC"
"193-1",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-2",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-3",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-6",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-7",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-8",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-9",1,"Iowa","Ohio St.","BigTen","BigTen"
"193-10",1,"Iowa","Ohio St.","BigTen","BigTen"
"193-12",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-14",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-16",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-17",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-18",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-19",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-22",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-24",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-25",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-26",1,"Iowa","Ohio St.","BigTen","BigTen"
"193-27",1,"Ohio St.","Iowa","BigTen","BigTen"
"193-28",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-29",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-30",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-31",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-32",1,"Iowa","Ohio St.","BigTen","BigTen"
"193-37",0,"Ohio St.","Iowa","BigTen","BigTen"
"193-38",1,"Iowa","Ohio St.","BigTen","BigTen"
"193-40",1,"Iowa","Ohio St.","BigTen","BigTen"
"193-41",0,"Iowa","Ohio St.","BigTen","BigTen"
"193-42",1,"Iowa","Ohio St.","BigTen","BigTen"
"194-1",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-2",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-3",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-4",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-5",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-6",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-7",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-8",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-9",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-10",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-11",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-12",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-13",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-14",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-15",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-16",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-18",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-19",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-20",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-22",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-24",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-25",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-26",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-28",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-29",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-30",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-31",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-32",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-33",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-34",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-36",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-38",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-39",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-40",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-41",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-42",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-43",1,"Stanford","UCLA","PAC 12","PAC 12"
"194-44",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-45",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-49",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-50",1,"UCLA","Stanford","PAC 12","PAC 12"
"194-51",0,"UCLA","Stanford","PAC 12","PAC 12"
"194-52",0,"Stanford","UCLA","PAC 12","PAC 12"
"194-53",0,"Stanford","UCLA","PAC 12","PAC 12"
"195-1",0,"Florida","Arkansas","SEC","SEC"
"195-2",0,"Arkansas","Florida","SEC","SEC"
"195-5",0,"Arkansas","Florida","SEC","SEC"
"195-6",0,"Florida","Arkansas","SEC","SEC"
"195-7",0,"Arkansas","Florida","SEC","SEC"
"195-9",0,"Florida","Arkansas","SEC","SEC"
"195-10",0,"Arkansas","Florida","SEC","SEC"
"195-11",1,"Arkansas","Florida","SEC","SEC"
"195-12",0,"Arkansas","Florida","SEC","SEC"
"195-17",0,"Florida","Arkansas","SEC","SEC"
"195-18",0,"Florida","Arkansas","SEC","SEC"
"195-19",0,"Florida","Arkansas","SEC","SEC"
"195-20",1,"Florida","Arkansas","SEC","SEC"
"195-21",0,"Florida","Arkansas","SEC","SEC"
"195-22",0,"Florida","Arkansas","SEC","SEC"
"195-23",0,"Arkansas","Florida","SEC","SEC"
"195-25",0,"Florida","Arkansas","SEC","SEC"
"195-26",0,"Arkansas","Florida","SEC","SEC"
"195-27",0,"Florida","Arkansas","SEC","SEC"
"195-28",0,"Arkansas","Florida","SEC","SEC"
"195-29",1,"Arkansas","Florida","SEC","SEC"
"195-30",0,"Florida","Arkansas","SEC","SEC"
"195-31",0,"Florida","Arkansas","SEC","SEC"
"195-35",0,"Florida","Arkansas","SEC","SEC"
"195-36",1,"Florida","Arkansas","SEC","SEC"
"195-37",0,"Florida","Arkansas","SEC","SEC"
"195-38",0,"Florida","Arkansas","SEC","SEC"
"195-40",0,"Florida","Arkansas","SEC","SEC"
"195-41",0,"Arkansas","Florida","SEC","SEC"
"195-42",0,"Florida","Arkansas","SEC","SEC"
"195-43",1,"Arkansas","Florida","SEC","SEC"
"195-44",0,"Arkansas","Florida","SEC","SEC"
"195-45",0,"Florida","Arkansas","SEC","SEC"
"195-46",1,"Arkansas","Florida","SEC","SEC"
"195-47",1,"Florida","Arkansas","SEC","SEC"
"195-49",0,"Florida","Arkansas","SEC","SEC"
"195-50",0,"Florida","Arkansas","SEC","SEC"
"196-1",0,"Vanderbilt","Auburn","SEC","SEC"
"196-3",0,"Vanderbilt","Auburn","SEC","SEC"
"196-4",1,"Vanderbilt","Auburn","SEC","SEC"
"196-5",0,"Auburn","Vanderbilt","SEC","SEC"
"196-6",1,"Vanderbilt","Auburn","SEC","SEC"
"196-7",0,"Vanderbilt","Auburn","SEC","SEC"
"196-8",1,"Vanderbilt","Auburn","SEC","SEC"
"196-9",0,"Vanderbilt","Auburn","SEC","SEC"
"196-10",0,"Auburn","Vanderbilt","SEC","SEC"
"196-11",0,"Vanderbilt","Auburn","SEC","SEC"
"196-13",1,"Vanderbilt","Auburn","SEC","SEC"
"196-14",0,"Auburn","Vanderbilt","SEC","SEC"
"196-15",1,"Auburn","Vanderbilt","SEC","SEC"
"196-18",0,"Auburn","Vanderbilt","SEC","SEC"
"196-19",1,"Auburn","Vanderbilt","SEC","SEC"
"196-20",1,"Vanderbilt","Auburn","SEC","SEC"
"196-21",1,"Vanderbilt","Auburn","SEC","SEC"
"196-23",0,"Auburn","Vanderbilt","SEC","SEC"
"196-24",0,"Auburn","Vanderbilt","SEC","SEC"
"196-25",0,"Auburn","Vanderbilt","SEC","SEC"
"196-26",0,"Auburn","Vanderbilt","SEC","SEC"
"196-27",0,"Vanderbilt","Auburn","SEC","SEC"
"196-28",0,"Auburn","Vanderbilt","SEC","SEC"
"196-29",0,"Vanderbilt","Auburn","SEC","SEC"
"196-31",0,"Vanderbilt","Auburn","SEC","SEC"
"196-32",0,"Auburn","Vanderbilt","SEC","SEC"
"196-34",0,"Vanderbilt","Auburn","SEC","SEC"
"196-36",0,"Vanderbilt","Auburn","SEC","SEC"
"196-38",1,"Vanderbilt","Auburn","SEC","SEC"
"196-39",0,"Vanderbilt","Auburn","SEC","SEC"
"196-40",1,"Auburn","Vanderbilt","SEC","SEC"
"196-42",1,"Auburn","Vanderbilt","SEC","SEC"
"196-45",0,"Auburn","Vanderbilt","SEC","SEC"
"196-46",0,"Auburn","Vanderbilt","SEC","SEC"
"196-48",0,"Auburn","Vanderbilt","SEC","SEC"
"196-50",1,"Auburn","Vanderbilt","SEC","SEC"
"196-51",0,"Auburn","Vanderbilt","SEC","SEC"
"196-52",0,"Vanderbilt","Auburn","SEC","SEC"
"196-53",0,"Auburn","Vanderbilt","SEC","SEC"
"196-54",0,"Auburn","Vanderbilt","SEC","SEC"
"196-55",1,"Vanderbilt","Auburn","SEC","SEC"
"196-56",1,"Vanderbilt","Auburn","SEC","SEC"
"196-58",0,"Auburn","Vanderbilt","SEC","SEC"
"196-59",1,"Auburn","Vanderbilt","SEC","SEC"
"196-62",1,"Vanderbilt","Auburn","SEC","SEC"
"196-63",1,"Vanderbilt","Auburn","SEC","SEC"
"196-64",0,"Auburn","Vanderbilt","SEC","SEC"
"197-1",0,"Kansas","Baylor","Big 12","Big 12"
"197-3",1,"Baylor","Kansas","Big 12","Big 12"
"197-4",1,"Baylor","Kansas","Big 12","Big 12"
"197-5",0,"Baylor","Kansas","Big 12","Big 12"
"197-10",1,"Baylor","Kansas","Big 12","Big 12"
"197-12",0,"Baylor","Kansas","Big 12","Big 12"
"197-13",0,"Kansas","Baylor","Big 12","Big 12"
"197-14",0,"Baylor","Kansas","Big 12","Big 12"
"197-15",0,"Baylor","Kansas","Big 12","Big 12"
"197-19",0,"Baylor","Kansas","Big 12","Big 12"
"197-20",0,"Baylor","Kansas","Big 12","Big 12"
"197-21",0,"Baylor","Kansas","Big 12","Big 12"
"197-22",1,"Kansas","Baylor","Big 12","Big 12"
"197-23",1,"Kansas","Baylor","Big 12","Big 12"
"197-24",1,"Baylor","Kansas","Big 12","Big 12"
"197-25",1,"Kansas","Baylor","Big 12","Big 12"
"197-27",0,"Kansas","Baylor","Big 12","Big 12"
"197-28",0,"Baylor","Kansas","Big 12","Big 12"
"197-29",1,"Kansas","Baylor","Big 12","Big 12"
"197-32",0,"Kansas","Baylor","Big 12","Big 12"
"197-33",0,"Kansas","Baylor","Big 12","Big 12"
"197-35",0,"Baylor","Kansas","Big 12","Big 12"
"197-36",0,"Baylor","Kansas","Big 12","Big 12"
"197-37",0,"Baylor","Kansas","Big 12","Big 12"
"197-39",0,"Baylor","Kansas","Big 12","Big 12"
"197-40",0,"Kansas","Baylor","Big 12","Big 12"
"198-2",1,"Creighton","St. John's","BigEast","BigEast"
"198-5",0,"St. John's","Creighton","BigEast","BigEast"
"198-6",0,"Creighton","St. John's","BigEast","BigEast"
"198-9",0,"Creighton","St. John's","BigEast","BigEast"
"198-10",0,"St. John's","Creighton","BigEast","BigEast"
"198-11",0,"Creighton","St. John's","BigEast","BigEast"
"198-13",0,"Creighton","St. John's","BigEast","BigEast"
"198-15",0,"St. John's","Creighton","BigEast","BigEast"
"198-16",0,"St. John's","Creighton","BigEast","BigEast"
"198-17",1,"Creighton","St. John's","BigEast","BigEast"
"198-18",0,"St. John's","Creighton","BigEast","BigEast"
"198-19",0,"Creighton","St. John's","BigEast","BigEast"
"198-20",1,"St. John's","Creighton","BigEast","BigEast"
"198-21",1,"St. John's","Creighton","BigEast","BigEast"
"198-22",1,"St. John's","Creighton","BigEast","BigEast"
"198-23",0,"Creighton","St. John's","BigEast","BigEast"
"198-24",0,"St. John's","Creighton","BigEast","BigEast"
"198-25",0,"Creighton","St. John's","BigEast","BigEast"
"198-26",0,"St. John's","Creighton","BigEast","BigEast"
"198-29",0,"Creighton","St. John's","BigEast","BigEast"
"198-30",0,"St. John's","Creighton","BigEast","BigEast"
"198-32",1,"Creighton","St. John's","BigEast","BigEast"
"198-33",0,"Creighton","St. John's","BigEast","BigEast"
"198-34",1,"St. John's","Creighton","BigEast","BigEast"
"198-36",1,"Creighton","St. John's","BigEast","BigEast"
"198-38",0,"Creighton","St. John's","BigEast","BigEast"
"198-41",0,"St. John's","Creighton","BigEast","BigEast"
"198-42",0,"Creighton","St. John's","BigEast","BigEast"
"198-45",0,"Creighton","St. John's","BigEast","BigEast"
"198-46",1,"St. John's","Creighton","BigEast","BigEast"
"198-47",0,"Creighton","St. John's","BigEast","BigEast"
"198-48",1,"Creighton","St. John's","BigEast","BigEast"
"198-49",0,"Creighton","St. John's","BigEast","BigEast"
"198-51",0,"St. John's","Creighton","BigEast","BigEast"
"198-52",0,"Creighton","St. John's","BigEast","BigEast"
"198-53",0,"St. John's","Creighton","BigEast","BigEast"
"199-1",0,"Syracuse","Duke","ACC","ACC"
"199-2",1,"Duke","Syracuse","ACC","ACC"
"199-3",0,"Syracuse","Duke","ACC","ACC"
"199-4",0,"Duke","Syracuse","ACC","ACC"
"199-6",0,"Duke","Syracuse","ACC","ACC"
"199-8",0,"Syracuse","Duke","ACC","ACC"
"199-9",0,"Duke","Syracuse","ACC","ACC"
"199-10",0,"Syracuse","Duke","ACC","ACC"
"199-13",0,"Syracuse","Duke","ACC","ACC"
"199-14",0,"Syracuse","Duke","ACC","ACC"
"199-15",1,"Syracuse","Duke","ACC","ACC"
"199-18",0,"Syracuse","Duke","ACC","ACC"
"199-19",0,"Duke","Syracuse","ACC","ACC"
"199-21",0,"Duke","Syracuse","ACC","ACC"
"199-24",1,"Duke","Syracuse","ACC","ACC"
"199-26",0,"Duke","Syracuse","ACC","ACC"
"199-27",1,"Syracuse","Duke","ACC","ACC"
"199-28",0,"Syracuse","Duke","ACC","ACC"
"199-29",0,"Duke","Syracuse","ACC","ACC"
"199-30",0,"Syracuse","Duke","ACC","ACC"
"199-31",1,"Duke","Syracuse","ACC","ACC"
"199-32",0,"Syracuse","Duke","ACC","ACC"
"199-33",1,"Duke","Syracuse","ACC","ACC"
"199-35",1,"Duke","Syracuse","ACC","ACC"
"199-38",0,"Syracuse","Duke","ACC","ACC"
"199-41",0,"Duke","Syracuse","ACC","ACC"
"199-42",1,"Syracuse","Duke","ACC","ACC"
"199-43",0,"Syracuse","Duke","ACC","ACC"
"199-44",0,"Syracuse","Duke","ACC","ACC"
"199-48",0,"Syracuse","Duke","ACC","ACC"
"200-1",0,"Oklahoma","Texas","Big 12","Big 12"
"200-2",0,"Oklahoma","Texas","Big 12","Big 12"
"200-3",0,"Texas","Oklahoma","Big 12","Big 12"
"200-4",0,"Oklahoma","Texas","Big 12","Big 12"
"200-5",0,"Texas","Oklahoma","Big 12","Big 12"
"200-6",0,"Oklahoma","Texas","Big 12","Big 12"
"200-7",0,"Texas","Oklahoma","Big 12","Big 12"
"200-10",1,"Oklahoma","Texas","Big 12","Big 12"
"200-13",0,"Texas","Oklahoma","Big 12","Big 12"
"200-16",0,"Texas","Oklahoma","Big 12","Big 12"
"200-20",0,"Texas","Oklahoma","Big 12","Big 12"
"200-21",0,"Texas","Oklahoma","Big 12","Big 12"
"200-22",1,"Texas","Oklahoma","Big 12","Big 12"
"200-24",1,"Texas","Oklahoma","Big 12","Big 12"
"200-25",0,"Texas","Oklahoma","Big 12","Big 12"
"200-27",0,"Oklahoma","Texas","Big 12","Big 12"
"200-28",1,"Oklahoma","Texas","Big 12","Big 12"
"200-30",1,"Oklahoma","Texas","Big 12","Big 12"
"200-31",0,"Oklahoma","Texas","Big 12","Big 12"
"200-34",0,"Oklahoma","Texas","Big 12","Big 12"
"200-35",0,"Oklahoma","Texas","Big 12","Big 12"
"200-37",0,"Texas","Oklahoma","Big 12","Big 12"
"200-39",0,"Oklahoma","Texas","Big 12","Big 12"
"200-40",0,"Texas","Oklahoma","Big 12","Big 12"
"200-41",0,"Oklahoma","Texas","Big 12","Big 12"
"200-42",1,"Texas","Oklahoma","Big 12","Big 12"
"200-43",0,"Texas","Oklahoma","Big 12","Big 12"
"200-44",1,"Oklahoma","Texas","Big 12","Big 12"
"200-47",1,"Oklahoma","Texas","Big 12","Big 12"
"200-48",0,"Oklahoma","Texas","Big 12","Big 12"
"200-49",0,"Texas","Oklahoma","Big 12","Big 12"
"200-50",1,"Texas","Oklahoma","Big 12","Big 12"
"201-1",0,"UNLV","Boise St.","MWC","MWC"
"201-2",0,"Boise St.","UNLV","MWC","MWC"
"201-4",1,"UNLV","Boise St.","MWC","MWC"
"201-5",0,"Boise St.","UNLV","MWC","MWC"
"201-6",0,"UNLV","Boise St.","MWC","MWC"
"201-7",0,"Boise St.","UNLV","MWC","MWC"
"201-9",0,"Boise St.","UNLV","MWC","MWC"
"201-10",0,"UNLV","Boise St.","MWC","MWC"
"201-11",0,"UNLV","Boise St.","MWC","MWC"
"201-12",0,"Boise St.","UNLV","MWC","MWC"
"201-13",0,"Boise St.","UNLV","MWC","MWC"
"201-14",1,"UNLV","Boise St.","MWC","MWC"
"201-15",0,"Boise St.","UNLV","MWC","MWC"
"201-16",1,"Boise St.","UNLV","MWC","MWC"
"201-17",1,"Boise St.","UNLV","MWC","MWC"
"201-18",0,"Boise St.","UNLV","MWC","MWC"
"201-19",0,"UNLV","Boise St.","MWC","MWC"
"201-21",0,"Boise St.","UNLV","MWC","MWC"
"201-22",1,"UNLV","Boise St.","MWC","MWC"
"201-23",0,"Boise St.","UNLV","MWC","MWC"
"201-24",0,"UNLV","Boise St.","MWC","MWC"
"201-26",0,"Boise St.","UNLV","MWC","MWC"
"201-29",0,"UNLV","Boise St.","MWC","MWC"
"201-30",0,"UNLV","Boise St.","MWC","MWC"
"201-31",0,"Boise St.","UNLV","MWC","MWC"
"201-33",0,"Boise St.","UNLV","MWC","MWC"
"201-35",0,"UNLV","Boise St.","MWC","MWC"
"201-37",0,"Boise St.","UNLV","MWC","MWC"
"201-39",0,"Boise St.","UNLV","MWC","MWC"
"201-40",0,"UNLV","Boise St.","MWC","MWC"
"201-41",0,"UNLV","Boise St.","MWC","MWC"
"201-42",1,"Boise St.","UNLV","MWC","MWC"
"201-43",1,"UNLV","Boise St.","MWC","MWC"
"201-44",0,"Boise St.","UNLV","MWC","MWC"
"201-47",0,"UNLV","Boise St.","MWC","MWC"
"201-48",0,"Boise St.","UNLV","MWC","MWC"
"201-50",1,"Boise St.","UNLV","MWC","MWC"
"201-51",0,"Boise St.","UNLV","MWC","MWC"
"201-53",1,"Boise St.","UNLV","MWC","MWC"
"201-54",0,"UNLV","Boise St.","MWC","MWC"
"201-55",1,"UNLV","Boise St.","MWC","MWC"
"202-1",0,"Duke","Louisville","ACC","ACC"
"202-3",1,"Louisville","Duke","ACC","ACC"
"202-4",0,"Duke","Louisville","ACC","ACC"
"202-5",0,"Louisville","Duke","ACC","ACC"
"202-6",0,"Louisville","Duke","ACC","ACC"
"202-7",0,"Duke","Louisville","ACC","ACC"
"202-8",0,"Duke","Louisville","ACC","ACC"
"202-9",0,"Louisville","Duke","ACC","ACC"
"202-10",0,"Duke","Louisville","ACC","ACC"
"202-11",0,"Louisville","Duke","ACC","ACC"
"202-14",0,"Duke","Louisville","ACC","ACC"
"202-15",0,"Louisville","Duke","ACC","ACC"
"202-17",0,"Louisville","Duke","ACC","ACC"
"202-18",1,"Duke","Louisville","ACC","ACC"
"202-21",0,"Duke","Louisville","ACC","ACC"
"202-22",0,"Louisville","Duke","ACC","ACC"
"202-24",1,"Duke","Louisville","ACC","ACC"
"202-25",1,"Duke","Louisville","ACC","ACC"
"202-27",0,"Duke","Louisville","ACC","ACC"
"202-28",1,"Duke","Louisville","ACC","ACC"
"202-29",0,"Louisville","Duke","ACC","ACC"
"202-30",0,"Duke","Louisville","ACC","ACC"
